shobi_code,shobi_name,brand_hint,brand_catalog_size,classification,margin,cand1_id,cand1_brand,cand1_name,cand1_score,cand1_spell,cand1_recall,cand1_precision,cand1_url,cand2_id,cand2_brand,cand2_name,cand2_score,cand2_spell,cand2_recall,cand2_precision,cand2_url,cand3_id,cand3_brand,cand3_name,cand3_score,cand3_spell,cand3_recall,cand3_precision,cand3_url,cand4_id,cand4_brand,cand4_name,cand4_score,cand4_spell,cand4_recall,cand4_precision,cand4_url,cand5_id,cand5_brand,cand5_name,cand5_score,cand5_spell,cand5_recall,cand5_precision,cand5_url,cand6_id,cand6_brand,cand6_name,cand6_score,cand6_spell,cand6_recall,cand6_precision,cand6_url,cand7_id,cand7_brand,cand7_name,cand7_score,cand7_spell,cand7_recall,cand7_precision,cand7_url,cand8_id,cand8_brand,cand8_name,cand8_score,cand8_spell,cand8_recall,cand8_precision,cand8_url,cand9_id,cand9_brand,cand9_name,cand9_score,cand9_spell,cand9_recall,cand9_precision,cand9_url,cand10_id,cand10_brand,cand10_name,cand10_score,cand10_spell,cand10_recall,cand10_precision,cand10_url
897-RCAV,Tiger Oud,,55556,REVIEW,0.0000,80103,Zoologist Perfumes,Tiger,0.7419,0.7692,0.5000,1.0000,https://www.fragrantica.com/perfume/Zoologist-Perfumes/Tiger-80103.html,70199,Boadicea the Victorious,Tiger,0.7419,0.7692,0.5000,1.0000,https://www.fragrantica.com/perfume/Boadicea-the-Victorious/Tiger-70199.html,112886,Rayhaan,Tiger,0.7419,0.7692,0.5000,1.0000,https://www.fragrantica.com/perfume/Rayhaan/Tiger-112886.html,97182,Azalea Parfums,I Tiger,0.7419,0.7692,0.5000,1.0000,https://www.fragrantica.com/perfume/Azalea-Parfums/I-Tiger-97182.html,107511,BellaVita,Tiger,0.7419,0.7692,0.5000,1.0000,https://www.fragrantica.com/perfume/BellaVita/Tiger-107511.html,126654,Dubai Niche,Tiger,0.7419,0.7692,0.5000,1.0000,https://www.fragrantica.com/perfume/Dubai-Niche/Tiger-126654.html,106098,Byermia,Tiger Rouge,0.6722,0.7778,0.5000,0.5000,https://www.fragrantica.com/perfume/Byermia/Tiger-Rouge-106098.html,87111,d grayi,Alter Oud,0.6550,0.7500,0.5000,0.5000,https://www.fragrantica.com/perfume/d-grayi/Alter-Oud-87111.html,99960,Ahmed Al Maghribi,Ignite Oud,0.6276,0.7059,0.5000,0.5000,https://www.fragrantica.com/perfume/Ahmed-Al-Maghribi/Ignite-Oud-99960.html,86960,ALT Fragrances,Fierce Oud,0.6276,0.7059,0.5000,0.5000,https://www.fragrantica.com/perfume/ALT-Fragrances/Fierce-Oud-86960.html
898-ROC,AQUA WOMAN - ROCHAS,,55556,WEAK,0.0228,39150,Avon,Aqua Frais,0.6468,0.7368,0.5000,0.5000,https://www.fragrantica.com/perfume/Avon/Aqua-Frais-39150.html,27135,Apple Parfums,Aqua Dolche,0.6240,0.7000,0.5000,0.5000,https://www.fragrantica.com/perfume/Apple-Parfums/Aqua-Dolche-27135.html,27133,Apple Parfums,Aqua Fresca,0.6240,0.7000,0.5000,0.5000,https://www.fragrantica.com/perfume/Apple-Parfums/Aqua-Fresca-27133.html,82166,Avon,Aqua,0.6193,0.5714,0.5000,1.0000,https://www.fragrantica.com/perfume/Avon/Aqua-82166.html,48601,Zara,Femme Aqua,0.6193,0.5714,0.5000,1.0000,https://www.fragrantica.com/perfume/Zara/Femme-Aqua-48601.html,21388,Abdul Samad Al Qurashi,Aqua,0.6193,0.5714,0.5000,1.0000,https://www.fragrantica.com/perfume/Abdul-Samad-Al-Qurashi/Aqua-21388.html,122559,Batlah,Aqua,0.6193,0.5714,0.5000,1.0000,https://www.fragrantica.com/perfume/Batlah/Aqua-122559.html,118680,Beverly Hills Polo Club,Aqua,0.6193,0.5714,0.5000,1.0000,https://www.fragrantica.com/perfume/Beverly-Hills-Polo-Club/Aqua-118680.html,25028,Botanique,Aqua,0.6193,0.5714,0.5000,1.0000,https://www.fragrantica.com/perfume/Botanique/Aqua-25028.html,34162,CIEL Parfum,Aqua,0.6193,0.5714,0.5000,1.0000,https://www.fragrantica.com/perfume/CIEL-Parfum/Aqua-34162.html
899-ROC,MADEMOISSELE - ROCHAS,,55556,WEAK,0.0537,48668,Aroma Essence,Mademoiselle Rose,0.5106,0.8235,0.0000,0.0000,https://www.fragrantica.com/perfume/Aroma-Essence/Mademoiselle-Rose-48668.html,20345,Charrier Parfums,Mademoiselle Charrier,0.4568,0.7368,0.0000,0.0000,https://www.fragrantica.com/perfume/Charrier-Parfums/Mademoiselle-Charrier-20345.html,34192,Azzaro,Mademoiselle,0.4547,0.7333,0.0000,0.0000,https://www.fragrantica.com/perfume/Azzaro/Mademoiselle-34192.html,63974,Swiss Arabian,Mademoiselle,0.4547,0.7333,0.0000,0.0000,https://www.fragrantica.com/perfume/Swiss-Arabian/Mademoiselle-63974.html,56176,Amberfig,Mademoiselle,0.4547,0.7333,0.0000,0.0000,https://www.fragrantica.com/perfume/Amberfig/Mademoiselle-56176.html,84695,Ascania,5 L mademoiselle,0.4547,0.7333,0.0000,0.0000,https://www.fragrantica.com/perfume/Ascania/5-L-mademoiselle-84695.html,20023,Charrier Parfums,Mademoiselle France,0.4478,0.7222,0.0000,0.0000,https://www.fragrantica.com/perfume/Charrier-Parfums/Mademoiselle-France-20023.html,111805,Alan Bray,Mademoiselle L ange,0.4376,0.7059,0.0000,0.0000,https://www.fragrantica.com/perfume/Alan-Bray/Mademoiselle-L-ange-111805.html,49322,Azzaro,Mademoiselle L Eau Tre s Florale,0.4340,0.7000,0.0000,0.0000,https://www.fragrantica.com/perfume/Azzaro/Mademoiselle-L-Eau-Tre-s-Florale-49322.html,134493,Christine Arbel,Mademoiselle Arbel a Paris,0.4340,0.7000,0.0000,0.0000,https://www.fragrantica.com/perfume/Christine-Arbel/Mademoiselle-Arbel-a-Paris-134493.html
900-ROG,FLEUR DE FIGUIER,,55556,REVIEW,0.3450,23550,Chabaud Maison de Parfum,Fleur de Figuier,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Chabaud-Maison-de-Parfum/Fleur-de-Figuier-23550.html,6434,Kenzo,Eau de Fleur de Prunier,0.6550,0.7500,0.5000,0.5000,https://www.fragrantica.com/perfume/Kenzo/Eau-de-Fleur-de-Prunier-6434.html,137592,Cache,Fleur de Lumiere,0.6550,0.7500,0.5000,0.5000,https://www.fragrantica.com/perfume/Cache/Fleur-de-Lumiere-137592.html,122845,Chloe,Plage du Figuier,0.6419,0.7692,0.5000,0.3333,https://www.fragrantica.com/perfume/Chloe/Plage-du-Figuier-122845.html,4331,Caudalie,Fleur de Vigne,0.6409,0.7273,0.5000,0.5000,https://www.fragrantica.com/perfume/Caudalie/Fleur-de-Vigne-4331.html,23496,Adopt Parfums,Fleur de Cerisier,0.6364,0.7200,0.5000,0.5000,https://www.fragrantica.com/perfume/Adopt-Parfums/Fleur-de-Cerisier-23496.html,24944,Avon,Fleur,0.6297,0.5882,0.5000,1.0000,https://www.fragrantica.com/perfume/Avon/Fleur-24944.html,4615,Kenzo,Eau De Fleur de The,0.6297,0.5882,0.5000,1.0000,https://www.fragrantica.com/perfume/Kenzo/Eau-De-Fleur-de-The-4615.html,43618,O Boticario,Fleur,0.6297,0.5882,0.5000,1.0000,https://www.fragrantica.com/perfume/O-Boticario/Fleur-43618.html,101301,Amzan,Fleur,0.6297,0.5882,0.5000,1.0000,https://www.fragrantica.com/perfume/Amzan/Fleur-101301.html
901-ROG,ROSE,,55556,REVIEW,0.0000,20491,Amouage,Rose,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Amouage/Rose-20491.html,56365,Bath Body Works,Rose,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Bath-Body-Works/Rose-56365.html,77526,Bath Body Works,Rose,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Bath-Body-Works/Rose-77526.html,15171,Demeter Fragrance,Rose,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Demeter-Fragrance/Rose-15171.html,71661,Diptyque,Eau Rose Eau De Parfum,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Diptyque/Eau-Rose-Eau-De-Parfum-71661.html,14214,Diptyque,Eau Rose,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Diptyque/Eau-Rose-14214.html,119784,Ex Nihilo,Rose,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Ex-Nihilo/Rose-119784.html,60778,O Boticario,Rose,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/O-Boticario/Rose-60778.html,46815,Rasasi,Rose,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Rasasi/Rose-46815.html,36585,Roja Dove,Rose,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Roja-Dove/Rose-36585.html
902-SALV,Dalissime,,55556,WEAK,0.0000,71202,Marc Jacobs,Daisy Skies,0.4568,0.7368,0.0000,0.0000,https://www.fragrantica.com/perfume/Marc-Jacobs/Daisy-Skies-71202.html,37903,Mugler,Woodissime,0.4568,0.7368,0.0000,0.0000,https://www.fragrantica.com/perfume/Mugler/Woodissime-37903.html,6601,Marc Jacobs,Daisy Silver Edition,0.4340,0.7000,0.0000,0.0000,https://www.fragrantica.com/perfume/Marc-Jacobs/Daisy-Silver-Edition-6601.html,42892,Mugler,Alien Eau Sublime,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Mugler/Alien-Eau-Sublime-42892.html,139524,Ahmed Al Maghribi,Is It Me,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Ahmed-Al-Maghribi/Is-It-Me-139524.html,92442,Boadicea the Victorious,Assima,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Boadicea-the-Victorious/Assima-92442.html,96433,Acqua degli Dei,Ulisse,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Acqua-degli-Dei/Ulisse-96433.html,96601,Adleen Haute Parfumerie,Adalusite,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Adleen-Haute-Parfumerie/Adalusite-96601.html,107561,Adopt Parfums,Sublimissime,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Adopt-Parfums/Sublimissime-107561.html,131800,Adopt Parfums,Sublimissime,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Adopt-Parfums/Sublimissime-131800.html
904-SALV,SALVADOR DALI fragrances,,55556,WEAK,0.1000,102201,Badr Harqan,Salvador,0.5573,0.5333,0.3333,1.0000,https://www.fragrantica.com/perfume/Badr-Harqan/Salvador-102201.html,21363,Zara,Zara Man Exclusive Fragrances Cologne,0.4573,0.5333,0.3333,0.3333,https://www.fragrantica.com/perfume/Zara/Zara-Man-Exclusive-Fragrances-Cologne-21363.html,3613,Lancome,Peut Etre La Collection Fragrances,0.4167,0.5000,0.3333,0.2000,https://www.fragrantica.com/perfume/Lancome/Peut-Etre-La-Collection-Fragrances-3613.html,117565,Contes de Parfums,Salvador da Bahia Alexandra Carlin,0.4167,0.5000,0.3333,0.2000,https://www.fragrantica.com/perfume/Contes-de-Parfums/Salvador-da-Bahia-Alexandra-Carlin-117565.html,106415,Zara,A Day Fragrance,0.4012,0.6471,0.0000,0.0000,https://www.fragrantica.com/perfume/Zara/A-Day-Fragrance-106415.html,6003,B Never Too Busy To Be Beautiful,Love Fragrance,0.3897,0.6286,0.0000,0.0000,https://www.fragrantica.com/perfume/B-Never-Too-Busy-To-Be-Beautiful/Love-Fragrance-6003.html,4499,Dior,J Adore Summer Fragrance,0.3838,0.6190,0.0000,0.0000,https://www.fragrantica.com/perfume/Dior/J-Adore-Summer-Fragrance-4499.html,114291,Elizabeth Arden,Sunflowers Fine Fragrance Mist,0.3796,0.6122,0.0000,0.0000,https://www.fragrantica.com/perfume/Elizabeth-Arden/Sunflowers-Fine-Fragrance-Mist-114291.html,65510,Chanel,Chanel No 5 Hair Fragrance,0.3749,0.6047,0.0000,0.0000,https://www.fragrantica.com/perfume/Chanel/Chanel-No-5-Hair-Fragrance-65510.html,22029,Ann Taylor,Signature Fragrance,0.3720,0.6000,0.0000,0.0000,https://www.fragrantica.com/perfume/Ann-Taylor/Signature-Fragrance-22029.html
905-SFER,AMO - S.FERRAGAMO,,55556,WEAK,0.0152,30391,Bi es,Ti Amo Ti Amo,0.5282,0.5455,0.5000,0.5000,https://www.fragrantica.com/perfume/Bi-es/Ti-Amo-Ti-Amo-30391.html,33356,Natura,Amo,0.5130,0.4000,0.5000,1.0000,https://www.fragrantica.com/perfume/Natura/Amo-33356.html,33357,Natura,Amo,0.5130,0.4000,0.5000,1.0000,https://www.fragrantica.com/perfume/Natura/Amo-33357.html,238,Cacharel,Amor Amor,0.4340,0.7000,0.0000,0.0000,https://www.fragrantica.com/perfume/Cacharel/Amor-Amor-238.html,95720,Cacharel,Amor Amor Eau de Parfum,0.4340,0.7000,0.0000,0.0000,https://www.fragrantica.com/perfume/Cacharel/Amor-Amor-Eau-de-Parfum-95720.html,37605,Cacharel,Amor Amor L Eau,0.4340,0.7000,0.0000,0.0000,https://www.fragrantica.com/perfume/Cacharel/Amor-Amor-L-Eau-37605.html,24485,Cacharel,Amor Amor L Eau,0.4340,0.7000,0.0000,0.0000,https://www.fragrantica.com/perfume/Cacharel/Amor-Amor-L-Eau-24485.html,30601,Cacharel,Amor Amor L Eau,0.4340,0.7000,0.0000,0.0000,https://www.fragrantica.com/perfume/Cacharel/Amor-Amor-L-Eau-30601.html,44771,Avon,Amor Amora,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Avon/Amor-Amora-44771.html,83791,Alen Mak,Amon Ra Amon Ra,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Alen-Mak/Amon-Ra-Amon-Ra-83791.html
906-SFER,EMOZIONE - S.FERRAGAMO,,55556,WEAK,0.2418,38202,Carlo Colucci,Emozione Uomo,0.6176,0.6897,0.5000,0.5000,https://www.fragrantica.com/perfume/Carlo-Colucci/Emozione-Uomo-38202.html,62090,Angel Schlesser,Tempting Bergamot,0.3758,0.6061,0.0000,0.0000,https://www.fragrantica.com/perfume/Angel-Schlesser/Tempting-Bergamot-62090.html,86687,The Dua Brand,Veneto Bergamot,0.3600,0.5806,0.0000,0.0000,https://www.fragrantica.com/perfume/The-Dua-Brand/Veneto-Bergamot-86687.html,97547,Bleu Blanc Fleur France,Smokey Bergamot,0.3600,0.5806,0.0000,0.0000,https://www.fragrantica.com/perfume/Bleu-Blanc-Fleur-France/Smokey-Bergamot-97547.html,79439,Jo Malone London,Hemlock Bergamot,0.3488,0.5625,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Hemlock-Bergamot-79439.html,53542,Jo Malone London,Hemlock Bergamot,0.3488,0.5625,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Hemlock-Bergamot-53542.html,85843,The Dua Brand,Blazing Bergamot,0.3488,0.5625,0.0000,0.0000,https://www.fragrantica.com/perfume/The-Dua-Brand/Blazing-Bergamot-85843.html,66919,Zara,Hopeful Bergamot,0.3488,0.5625,0.0000,0.0000,https://www.fragrantica.com/perfume/Zara/Hopeful-Bergamot-66919.html,72075,AAP PERFUMES,COCONUT BERGAMOT,0.3488,0.5625,0.0000,0.0000,https://www.fragrantica.com/perfume/AAP-PERFUMES/COCONUT-BERGAMOT-72075.html,128282,Alvarez Gomez,Jazmin y Bergamota,0.3488,0.5625,0.0000,0.0000,https://www.fragrantica.com/perfume/Alvarez-Gomez/Jazmin-y-Bergamota-128282.html
907-SFER,SIGNORINA - FERRAGAMO,,55556,WEAK,0.0022,117953,Alan Bray,Signorina Assoluta,0.5797,0.6286,0.5000,0.5000,https://www.fragrantica.com/perfume/Alan-Bray/Signorina-Assoluta-117953.html,117950,Alan Bray,Signorina Candy,0.5775,0.6250,0.5000,0.5000,https://www.fragrantica.com/perfume/Alan-Bray/Signorina-Candy-117950.html,117952,Alan Bray,Signorina Divina,0.5658,0.6061,0.5000,0.5000,https://www.fragrantica.com/perfume/Alan-Bray/Signorina-Divina-117952.html,117951,Alan Bray,Signorina Allettante,0.5586,0.5946,0.5000,0.5000,https://www.fragrantica.com/perfume/Alan-Bray/Signorina-Allettante-117951.html,131330,Amazing Creation,Oriental Bergamot,0.4012,0.6471,0.0000,0.0000,https://www.fragrantica.com/perfume/Amazing-Creation/Oriental-Bergamot-131330.html,94142,Aquaflor Firenze,Signoria,0.3815,0.6154,0.0000,0.0000,https://www.fragrantica.com/perfume/Aquaflor-Firenze/Signoria-94142.html,127928,Domani Perfumes,Sigorina,0.3815,0.6154,0.0000,0.0000,https://www.fragrantica.com/perfume/Domani-Perfumes/Sigorina-127928.html,83332,ABD Malik,Cigar Bergamot,0.3600,0.5806,0.0000,0.0000,https://www.fragrantica.com/perfume/ABD-Malik/Cigar-Bergamot-83332.html,4082,Accord Parfait,The Noir Bergamote,0.3600,0.5806,0.0000,0.0000,https://www.fragrantica.com/perfume/Accord-Parfait/The-Noir-Bergamote-4082.html,36011,Art Deco Perfumes,Senor Fernando,0.3600,0.5806,0.0000,0.0000,https://www.fragrantica.com/perfume/Art-Deco-Perfumes/Senor-Fernando-36011.html
908-SFER,SIGNORINA MISTERIOSA - FERRAGAMO,,55556,WEAK,0.0154,117952,Alan Bray,Signorina Divina,0.4977,0.5581,0.3333,0.5000,https://www.fragrantica.com/perfume/Alan-Bray/Signorina-Divina-117952.html,117953,Alan Bray,Signorina Assoluta,0.4823,0.5333,0.3333,0.5000,https://www.fragrantica.com/perfume/Alan-Bray/Signorina-Assoluta-117953.html,33910,Natura,Essencia Misteriosa Pataqueira,0.4810,0.5714,0.3333,0.3333,https://www.fragrantica.com/perfume/Natura/Essencia-Misteriosa-Pataqueira-33910.html,33656,Natura,Agua de Banho Misteriosa Pataqueira,0.4622,0.5614,0.3333,0.2500,https://www.fragrantica.com/perfume/Natura/Agua-de-Banho-Misteriosa-Pataqueira-33656.html,117950,Alan Bray,Signorina Candy,0.4469,0.4762,0.3333,0.5000,https://www.fragrantica.com/perfume/Alan-Bray/Signorina-Candy-117950.html,117951,Alan Bray,Signorina Allettante,0.4419,0.4681,0.3333,0.5000,https://www.fragrantica.com/perfume/Alan-Bray/Signorina-Allettante-117951.html,29930,AXE,Signature Mysterious,0.3430,0.5532,0.0000,0.0000,https://www.fragrantica.com/perfume/AXE/Signature-Mysterious-29930.html,95404,Fragrance World,Origami Misty Rose,0.3382,0.5455,0.0000,0.0000,https://www.fragrantica.com/perfume/Fragrance-World/Origami-Misty-Rose-95404.html,109430,Athoor Al Alam,Origami Misty Rose,0.3382,0.5455,0.0000,0.0000,https://www.fragrantica.com/perfume/Athoor-Al-Alam/Origami-Misty-Rose-109430.html,110714,Dkhoon Emirates,Signature Rose Gold,0.3307,0.5333,0.0000,0.0000,https://www.fragrantica.com/perfume/Dkhoon-Emirates/Signature-Rose-Gold-110714.html
909-SFER,TUSCAN SCENT WHITE MIMOSA - FERRAGAMO,,55556,WEAK,0.0000,66750,Bath Body Works,Sunshine Mimosa,0.4517,0.5333,0.2000,0.5000,https://www.fragrantica.com/perfume/Bath-Body-Works/Sunshine-Mimosa-66750.html,116157,Bath Body Works,Sunshine Mimosa,0.4517,0.5333,0.2000,0.5000,https://www.fragrantica.com/perfume/Bath-Body-Works/Sunshine-Mimosa-116157.html,124758,Zara,Scent No 01 White T Shirt,0.4496,0.4800,0.4000,0.4000,https://www.fragrantica.com/perfume/Zara/Scent-No-01-White-T-Shirt-124758.html,1849,Tom Ford,Tuscan Leather,0.4310,0.5000,0.2000,0.5000,https://www.fragrantica.com/perfume/Tom-Ford/Tuscan-Leather-1849.html,7568,Berkeley Square,White Bergamot,0.4310,0.5000,0.2000,0.5000,https://www.fragrantica.com/perfume/Berkeley-Square/White-Bergamot-7568.html,110710,Diana Drummond,The Stuart White Rose,0.4195,0.5217,0.2000,0.3333,https://www.fragrantica.com/perfume/Diana-Drummond/The-Stuart-White-Rose-110710.html,22699,Alexandre J,Oscent White,0.4162,0.4762,0.2000,0.5000,https://www.fragrantica.com/perfume/Alexandre-J/Oscent-White-22699.html,42201,Atrin Star,White Afgano,0.4162,0.4762,0.2000,0.5000,https://www.fragrantica.com/perfume/Atrin-Star/White-Afgano-42201.html,21343,Abdul Samad Al Qurashi,White Saffron,0.4094,0.4651,0.2000,0.5000,https://www.fragrantica.com/perfume/Abdul-Samad-Al-Qurashi/White-Saffron-21343.html,23455,Adopt Parfums,Litchi Mimosa,0.4094,0.4651,0.2000,0.5000,https://www.fragrantica.com/perfume/Adopt-Parfums/Litchi-Mimosa-23455.html
910-SARJ,LOVELY,,55556,REVIEW,0.0000,20103,Al Rehab,Lovely,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Al-Rehab/Lovely-20103.html,127616,Arabian Oud,Lovely,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Arabian-Oud/Lovely-127616.html,26572,City Parfum,Lovely,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/City-Parfum/Lovely-26572.html,20678,Dina Cosmetics,Lovely Me,0.8364,0.8571,1.0000,0.5000,https://www.fragrantica.com/perfume/Dina-Cosmetics/Lovely-Me-20678.html,126709,De Lavie Parfums,Lovely Bee,0.8010,0.8000,1.0000,0.5000,https://www.fragrantica.com/perfume/De-Lavie-Parfums/Lovely-Bee-126709.html,130219,Adopt Parfums,Lovely Kiss,0.7700,0.7500,1.0000,0.5000,https://www.fragrantica.com/perfume/Adopt-Parfums/Lovely-Kiss-130219.html,850,Givenchy,Lovely prism,0.7426,0.7059,1.0000,0.5000,https://www.fragrantica.com/perfume/Givenchy/Lovely-prism-850.html,129859,We Pink,Crave Lovely,0.7426,0.7059,1.0000,0.5000,https://www.fragrantica.com/perfume/We-Pink/Crave-Lovely-129859.html,70238,A pieu,Lovely Peony,0.7426,0.7059,1.0000,0.5000,https://www.fragrantica.com/perfume/A-pieu/Lovely-Peony-70238.html,112247,Aqua Savon,Lovely Savon,0.7426,0.7059,1.0000,0.5000,https://www.fragrantica.com/perfume/Aqua-Savon/Lovely-Savon-112247.html
911-SEPH,Fleur de Coton / Cotton Flower,,55556,REVIEW,0.0000,136044,biblioteka aromatov,Cotton flower,0.7026,0.7059,0.5000,1.0000,https://www.fragrantica.com/perfume/biblioteka-aromatov/Cotton-flower-136044.html,15568,Durance en Provence,Cotton flower,0.7026,0.7059,0.5000,1.0000,https://www.fragrantica.com/perfume/Durance-en-Provence/Cotton-flower-15568.html,34790,Adopt Parfums,Fleur de Coton,0.6525,0.6250,0.5000,1.0000,https://www.fragrantica.com/perfume/Adopt-Parfums/Fleur-de-Coton-34790.html,42803,Dans un Jardin,Fleur de Coton,0.6525,0.6250,0.5000,1.0000,https://www.fragrantica.com/perfume/Dans-un-Jardin/Fleur-de-Coton-42803.html,21518,Ajne,Fleur Blanche White Flower,0.5758,0.6222,0.5000,0.5000,https://www.fragrantica.com/perfume/Ajne/Fleur-Blanche-White-Flower-21518.html,93820,Maison Alhambra,Narcotic Flower,0.5114,0.6111,0.2500,0.5000,https://www.fragrantica.com/perfume/Maison-Alhambra/Narcotic-Flower-93820.html,129907,Victoria s Secret,Confetti Flower,0.5114,0.6111,0.2500,0.5000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Confetti-Flower-129907.html,34567,L Artisan Parfumeur,Fleur de Carotte,0.4972,0.5882,0.2500,0.5000,https://www.fragrantica.com/perfume/L-Artisan-Parfumeur/Fleur-de-Carotte-34567.html,73007,Matiere Premiere,French Flower,0.4972,0.5882,0.2500,0.5000,https://www.fragrantica.com/perfume/Matiere-Premiere/French-Flower-73007.html,112163,Chaque Jour,Cotton Powder,0.4972,0.5882,0.2500,0.5000,https://www.fragrantica.com/perfume/Chaque-Jour/Cotton-Powder-112163.html
912-SHIS,ZEN,,55556,REVIEW,0.0000,106249,AMD Perfumes,Zen,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/AMD-Perfumes/Zen-106249.html,31476,Auphorie,Zen,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Auphorie/Zen-31476.html,45721,Areej Le Dore,Oud Zen,0.7183,0.6667,1.0000,0.5000,https://www.fragrantica.com/perfume/Areej-Le-Dore/Oud-Zen-45721.html,98226,Besoin,Zen Mind,0.6770,0.6000,1.0000,0.5000,https://www.fragrantica.com/perfume/Besoin/Zen-Mind-98226.html,122712,Victoria s Secret,Ginger Zen,0.6150,0.5000,1.0000,0.5000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Ginger-Zen-122712.html,103764,Dzintars,Matcha Zen,0.6150,0.5000,1.0000,0.5000,https://www.fragrantica.com/perfume/Dzintars/Matcha-Zen-103764.html,94155,Maison Alhambra,Zeno,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Maison-Alhambra/Zeno-94155.html,75310,Athena Fragrances,ZENO,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Athena-Fragrances/ZENO-75310.html,43677,Zara,Zara Zen Garden,0.5125,0.3750,1.0000,0.3333,https://www.fragrantica.com/perfume/Zara/Zara-Zen-Garden-43677.html,44175,Nishane,Zenne,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Nishane/Zenne-44175.html
913-SIS,Eau du Soir,,55556,REVIEW,0.0000,10769,Le Labo,Belle Du Soir,0.7676,0.7059,1.0000,0.6667,https://www.fragrantica.com/perfume/Le-Labo/Belle-Du-Soir-10769.html,49621,Cathy Carden,Space Eau du Soir,0.7676,0.7059,1.0000,0.6667,https://www.fragrantica.com/perfume/Cathy-Carden/Space-Eau-du-Soir-49621.html,95086,Fragrance World,Soir,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Fragrance-World/Soir-95086.html,17417,Zara,Soir,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Zara/Soir-17417.html,78692,Asia Perfumes,Soir,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Asia-Perfumes/Soir-78692.html,103596,Alex Simone,Chanceux du Soir,0.7020,0.6000,1.0000,0.6667,https://www.fragrantica.com/perfume/Alex-Simone/Chanceux-du-Soir-103596.html,82744,Coup de Coeur,Harmonie du Soir,0.7020,0.6000,1.0000,0.6667,https://www.fragrantica.com/perfume/Coup-de-Coeur/Harmonie-du-Soir-82744.html,44826,Boitown bing xi li,L eau du Soleil,0.6329,0.7143,0.5000,0.5000,https://www.fragrantica.com/perfume/Boitown-bing-xi-li/L-eau-du-Soleil-44826.html,31795,Cacharel,Amor Amor Mon Parfum Du Soir,0.6285,0.5217,1.0000,0.5000,https://www.fragrantica.com/perfume/Cacharel/Amor-Amor-Mon-Parfum-Du-Soir-31795.html,44827,Boitown bing xi li,L eau du Soir ye mu zhi shui,0.6035,0.5217,1.0000,0.3333,https://www.fragrantica.com/perfume/Boitown-bing-xi-li/L-eau-du-Soir-ye-mu-zhi-shui-44827.html
